start_sec,end_sec,score             ,id
0.0      ,0.52   ,1.0               ,5F1LC4QmkRA
0.52     ,1.04   ,0.7825285292135602,5F1LC4QmkRA
1.04     ,1.56   ,0.7826573099904164,5F1LC4QmkRA
1.56     ,2.08   ,0.7915717207592885,5F1LC4QmkRA
2.08     ,2.6    ,0.7912353639102098,5F1LC4QmkRA
2.6      ,3.12   ,0.7893038340227543,5F1LC4QmkRA
3.12     ,3.64   ,0.7789909203644941,5F1LC4QmkRA
3.64     ,4.16   ,0.7737591672237019,5F1LC4QmkRA
4.16     ,4.68   ,0.7552770354428873,5F1LC4QmkRA
4.68     ,5.2    ,0.7696118263831551,5F1LC4QmkRA
5.2      ,5.72   ,0.7355158206320982,5F1LC4QmkRA
5.72     ,6.24   ,0.7127313930181188,5F1LC4QmkRA
6.24     ,6.76   ,0.6853249442548278,5F1LC4QmkRA
6.76     ,7.28   ,0.6760288716141084,5F1LC4QmkRA
7.28     ,7.8    ,0.6513638993037931,5F1LC4QmkRA
7.8      ,8.32   ,0.6352648480736731,5F1LC4QmkRA
8.32     ,8.84   ,0.6196820105433013,5F1LC4QmkRA
8.84     ,9.36   ,0.6086086813875424,5F1LC4QmkRA
9.36     ,9.88   ,0.598563689910067 ,5F1LC4QmkRA
9.88     ,10.4   ,0.6397310508447773,5F1LC4QmkRA
10.4     ,10.92  ,0.6267613634039931,5F1LC4QmkRA
10.92    ,11.44  ,0.6237141121283409,5F1LC4QmkRA
11.44    ,11.96  ,0.6163540226270642,5F1LC4QmkRA
11.96    ,12.48  ,0.6130139018712292,5F1LC4QmkRA
12.48    ,13.0   ,0.610691803607952 ,5F1LC4QmkRA
13.0     ,13.52  ,0.6138449332216688,5F1LC4QmkRA
13.52    ,14.04  ,0.6129258819824606,5F1LC4QmkRA
14.04    ,14.56  ,0.6159129689149379,5F1LC4QmkRA
14.56    ,15.08  ,0.6832056961637052,5F1LC4QmkRA
15.08    ,15.6   ,0.6873706682468138,5F1LC4QmkRA
15.6     ,16.12  ,0.6856986084496367,5F1LC4QmkRA
16.12    ,16.64  ,0.6752053380858923,5F1LC4QmkRA
16.64    ,17.16  ,0.671788057923176 ,5F1LC4QmkRA
17.16    ,17.68  ,0.6736691479156736,5F1LC4QmkRA
17.68    ,18.2   ,0.6824474164095065,5F1LC4QmkRA
18.2     ,18.72  ,0.6870046836396155,5F1LC4QmkRA
18.72    ,19.24  ,0.6906737543049996,5F1LC4QmkRA
19.24    ,19.76  ,0.6995123689073947,5F1LC4QmkRA
19.76    ,20.28  ,0.7985336077384796,5F1LC4QmkRA
20.28    ,20.8   ,0.808392471459426 ,5F1LC4QmkRA
20.8     ,21.32  ,0.8971427844367023,5F1LC4QmkRA
21.32    ,21.84  ,0.8929594540494828,5F1LC4QmkRA
21.84    ,22.36  ,0.8899525092484502,5F1LC4QmkRA
22.36    ,22.88  ,0.8829494524090503,5F1LC4QmkRA
22.88    ,23.4   ,0.8882042897540214,5F1LC4QmkRA
23.4     ,23.92  ,0.8861324369876205,5F1LC4QmkRA
23.92    ,24.44  ,0.8874590516663569,5F1LC4QmkRA
24.44    ,24.96  ,0.9167442729134584,5F1LC4QmkRA
24.96    ,25.48  ,0.973192059215528 ,5F1LC4QmkRA
25.48    ,26.0   ,0.9535252260820608,5F1LC4QmkRA
26.0     ,26.52  ,0.912479875163532 ,5F1LC4QmkRA
26.52    ,27.04  ,0.8929495478358785,5F1LC4QmkRA
27.04    ,27.56  ,0.8817128115969952,5F1LC4QmkRA
27.56    ,28.08  ,0.8774152416638985,5F1LC4QmkRA
28.08    ,28.6   ,0.8719787298143857,5F1LC4QmkRA
28.6     ,29.12  ,0.8645045370912722,5F1LC4QmkRA
29.12    ,29.64  ,0.850369460870229 ,5F1LC4QmkRA
29.64    ,30.16  ,0.8480025119976516,5F1LC4QmkRA
30.16    ,30.68  ,0.8211123223754555,5F1LC4QmkRA
30.68    ,31.2   ,0.786648514363328 ,5F1LC4QmkRA
31.2     ,31.72  ,0.722095945768479 ,5F1LC4QmkRA
31.72    ,32.24  ,0.6619500517804147,5F1LC4QmkRA
32.24    ,32.76  ,0.591070093731866 ,5F1LC4QmkRA
32.76    ,33.28  ,0.5363472609546591,5F1LC4QmkRA
33.28    ,33.8   ,0.4832404133526671,5F1LC4QmkRA
33.8     ,34.32  ,0.4353315559707885,5F1LC4QmkRA
34.32    ,34.84  ,0.4048493642073961,5F1LC4QmkRA
34.84    ,35.36  ,0.3815622644150176,5F1LC4QmkRA
35.36    ,35.88  ,0.3656072395336082,5F1LC4QmkRA
35.88    ,36.4   ,0.3413778906944755,5F1LC4QmkRA
36.4     ,36.92  ,0.3215930691040193,5F1LC4QmkRA
36.92    ,37.44  ,0.302061514860002 ,5F1LC4QmkRA
37.44    ,37.96  ,0.2949830708262463,5F1LC4QmkRA
37.96    ,38.48  ,0.2799265122539408,5F1LC4QmkRA
38.48    ,39.0   ,0.2688468440303021,5F1LC4QmkRA
39.0     ,39.52  ,0.2650469477274555,5F1LC4QmkRA
39.52    ,40.04  ,0.2572064295870426,5F1LC4QmkRA
40.04    ,40.56  ,0.255008749731328 ,5F1LC4QmkRA
40.56    ,41.08  ,0.2421004762707559,5F1LC4QmkRA
41.08    ,41.6   ,0.2301975698876553,5F1LC4QmkRA
41.6     ,42.12  ,0.2227957652300081,5F1LC4QmkRA
42.12    ,42.64  ,0.2125258845271759,5F1LC4QmkRA
42.64    ,43.16  ,0.2080282590647534,5F1LC4QmkRA
43.16    ,43.68  ,0.2022433029679106,5F1LC4QmkRA
43.68    ,44.2   ,0.2008590004994004,5F1LC4QmkRA
44.2     ,44.72  ,0.1938526946037037,5F1LC4QmkRA
44.72    ,45.24  ,0.1916823022767478,5F1LC4QmkRA
45.24    ,45.76  ,0.1874998239147811,5F1LC4QmkRA
45.76    ,46.28  ,0.1868609753803327,5F1LC4QmkRA
46.28    ,46.8   ,0.1824655475068832,5F1LC4QmkRA
46.8     ,47.32  ,0.1779825087167863,5F1LC4QmkRA
47.32    ,47.84  ,0.177175765766216 ,5F1LC4QmkRA
47.84    ,48.36  ,0.1778163183511698,5F1LC4QmkRA
48.36    ,48.88  ,0.1740668392226076,5F1LC4QmkRA
48.88    ,49.4   ,0.1672458431391973,5F1LC4QmkRA
49.4     ,49.92  ,0.1623726108643898,5F1LC4QmkRA
49.92    ,50.44  ,0.1615217784470783,5F1LC4QmkRA
50.44    ,50.96  ,0.1670575455583582,5F1LC4QmkRA
50.96    ,51.48  ,0.1705513943904475,5F1LC4QmkRA
51.48    ,52.0   ,0.0               ,5F1LC4QmkRA
0.0      ,0.52   ,1.0               ,5F1LC4QmkRA
0.52     ,1.04   ,0.7825285292135602,5F1LC4QmkRA
1.04     ,1.56   ,0.7826573099904164,5F1LC4QmkRA
1.56     ,2.08   ,0.7915717207592885,5F1LC4QmkRA
2.08     ,2.6    ,0.7912353639102098,5F1LC4QmkRA
2.6      ,3.12   ,0.7893038340227543,5F1LC4QmkRA
3.12     ,3.64   ,0.7789909203644941,5F1LC4QmkRA
3.64     ,4.16   ,0.7737591672237019,5F1LC4QmkRA
4.16     ,4.68   ,0.7552770354428873,5F1LC4QmkRA
4.68     ,5.2    ,0.7696118263831551,5F1LC4QmkRA
5.2      ,5.72   ,0.7355158206320982,5F1LC4QmkRA
5.72     ,6.24   ,0.7127313930181188,5F1LC4QmkRA
6.24     ,6.76   ,0.6853249442548278,5F1LC4QmkRA
6.76     ,7.28   ,0.6760288716141084,5F1LC4QmkRA
7.28     ,7.8    ,0.6513638993037931,5F1LC4QmkRA
7.8      ,8.32   ,0.6352648480736731,5F1LC4QmkRA
8.32     ,8.84   ,0.6196820105433013,5F1LC4QmkRA
8.84     ,9.36   ,0.6086086813875424,5F1LC4QmkRA
9.36     ,9.88   ,0.598563689910067 ,5F1LC4QmkRA
